text,label
♥RT @ditaa_angraeni: @BabyMargareth teteeeehhh semangat y nnti shoot di HUT transmedia nya.. Gak sabar mau liat tth... Love u tthkuu,Tidak Ada
":* “@niatoshiro1: @sherylsheinafia jgn dipaksa mkir nanti malah gak dpt. coba rasakn dr hati, pasti ketemu. semangat ;)”",Tidak Ada
"Buat yang mengikuti audisi #SUCI4 Bandung dan gak lolos, it's okay! Ini termasuk trial and error, semangat men! Masih ada Jakarta, KEJAR!",Tidak Ada
"selamat pagi kamu yang pagi ini belum mendapatkan ucapan selamat, tetap semangat ya? karna kalian gak sendirian :) @kak_sin",Tidak Ada
"Argh bosen banget hari ini, males banget maen PB",Tidak Ada
Semangat buat @s_wimayoga yg siang ini akan Clinic Bass didaerah Kramat Jati Jakarta timur \m/ * semoga dia gak grogi main sendirian ;D,Tidak Ada
@igaksatrya Haha kalau gak pegel dan tersisa semangat ya,Tidak Ada
"semangat mau nonton pertandingan sea games di indosiar,,,ewh malah gambarny gak ad truz suarany yg ada... sial........",Tidak Ada
"Kelas IPA biologi, kelas IPS geografi, kelas sepuluh biologi vs pkn. gak papa. ayo tetep semangat temans. :)",Tidak Ada
"Good Job, semangat ya""@Emily_Bart: @halalcorner sy nanya ke owner bakery apa sdh ada SH mui nya? Malah tersinggung orgnya -___- gak jd beli""",Tidak Ada
"@Aeon___ @aMrazing @arieoz banget. Beberapa kali kaya gitu, orang ""ngeh"" aja aku suka males, makanya jarang selfie. :/",Tidak Ada
"Gak ada yg unyu pasti. #eh ""@aananshori: Sekolah Progresif tapi semangat pesertanya nggak progresif blas..*perlu disiram bensin*""",Tidak Ada
"terkadang omdo, sekilas terlihat seperti ""positif"".. diawal penuh keyakinan &amp; membara, eh gak lama ngilang macem ""Semangat Soda""",Tidak Ada
Males banget jadi jurig uganda :( RT @juriiig: @infowatir bahasa Inggrisna atah = can a suck #KamisEnglish #sorriainkdiuganda #waktunabeda,Tidak Ada
udah lma banget ndak bukak twitter .... mau pulang ke rumah koq rasanya masih males banget ya .... hehehehehehee ........,Tidak Ada
Penyakit ini mahh... #tos RT @adeprita: Males banget ke kampuuuusssss.. Aaaaakkk *guling2 di kasur*,Tidak Ada
"SEMANGAT!! ""@dinniemulyadi: nasib kerja di arah lintas antar provinsi, kl gak macet ya banjir. dan sekarang kombinasi keduanya. sip dah",Tidak Ada
":( RT @LalaFebri : bodo amat, males banget nginget-nginget tanggal. ga penting bingits :p #GinaInTheMorning",Tidak Ada
Pendapat tentang ncul gimana/? — Hmmm:/ 1. Bawel 2. Pea 3. Males 4. Kebo banget kerjain tidur mulu:( 5. Suka ba...,Tidak Ada
"Trigonometri, bisa lah pasti bisa, :D""@fustha_aulia: Tugas apaan? Bantuin ngerjain tugas? Bsa gak ya.hkhk @queentvhe: Semangat, mau",Tidak Ada
Bisa banget menyembunyikan kesedihan dengan senyuman #Gemini. Kalo lagi BT banget paling efeknya ke Males.,Tidak Ada
3.4 Passion itu membakar semangat kita utk terus maju mencapai garis akhir. Kita gak mgkn berhenti selama passion it msh ada @KampusUpdate,Tidak Ada
Protes terus ._. RT @expensiancy: Emang gmn cuacanya yung? Kl gak gitu emang mau mandi? RT @jarangmandi_: Cuacanya bikin males mandi banget.,Tidak Ada
"*bopong ke kamar* RT @nonaverlita: Peluk aa ayung RT @jarangmandi_: Cuacanya bikin males mandi banget.""",Tidak Ada
Cuacanya bikin males mandi banget.,Tidak Ada
"Lets Go Back to Work, Brosis!! Gak lupa laptop dan segelas kopi untuk bekerja. Semangat!",Tidak Ada
"semangat ""@Atikaayyu_Cliq: @enda_zara pagi abang, udh lama gak liat @UNGU_Tweet , kangeenn bgt ini gara2 ...",Tidak Ada
"Kalo mau UAS itu banyak belajar banyak lupa, sedikit belajar sedikit lupa, gak belajar gak ada yg lupa.. Apapun pilihan mu, semangat ya :D",Tidak Ada
Semangat ya :D harus tetep kece karena macet gak hari ini aja :p RT @Umriumriumri: Tol barat bekasi (cont),Tidak Ada
"Setelah Sabtu-Minggu leyeh-leyeh di rumah, hari Senin jadi butuh semangat yg lebih dari hari-hari yang lain ya? kalo kamu begitu juga gak??",Tidak Ada
Fitnes di tempat yg instrukturnya cakep bikin semangat. Tapi kadang bikin kesel. Gak konsen latian. Pengenya liat dia terus. Aahhh sebel,Tidak Ada
semangat yang besok UAS :) jangan lupa belajar.. kalo bisa jangan nyontek.. kalo gak bisa baru nyontek :p,Tidak Ada
Adik-adik Di #BiingkisanBeruntunFest Medan gak kalah semangat mengikuti lomba menggambar dan mewarnai lampion dengan anak2 di kota lain.,Tidak Ada
"#sobatisenk gue banget, hari libur males mandi ?",Tidak Ada
"#sobatisenk gue banget, males bangun dr tmpt tidur ?",Tidak Ada
"Nah, udah gak ragu kan YOTers untuk membuat visi hidup sebesar mungkin? Yuk kita buat visi hidup masing2! Semangat!! :)",Tidak Ada
"semangat sunan! sekeras apapun usahamu gak ada yang sia"" ! percayaah ! walaupun hasilnya tdk seperti yang diharapkan ! :D",Tidak Ada
Harus transfer ini itu bayar ini itu ke bank atau ATM tapi mager alias males gerak banget nih...,Ringan
Hujan gak mengurangi semangat untuk....tidur lagi.,Tidak Ada
"Ternyata banyak juga ya yang gak libur, tetap semangat ya. *transfer semangat :)",Tidak Ada
"6.35 Semangat pagi Cikarang dan sekitarnya, walau cuaca pagi ini mendung tapi semangatnya gak boleh dirundung",Tidak Ada
"Semangat :D RT @mboddRFND: Aih ""netmedia_info: Padahal sih jones2 gak usah ngelakuin (cont)",Tidak Ada
"Cewek yang suka bangun pagi dan nggak suka males-malesan itu cantik, kece, dan calon istri idaman banget. Yang setuju, coba #retweet :D",Tidak Ada
"@lantip Iya, ampun. Males banget ngoprek python. Belum berhasil keluar dr zona nyaman :(",Tidak Ada
"Kamu males olahraga? Ah salah banget, coba nih liat cewek-cewek yang ada di Gym: #artikelMBDC",Tidak Ada
"Klo hidup boring nggak ada kerjaan jg kangen. RT @otte18: Cinta itu kangen, kalo ga kangen ya ga cinta, kalo ga cinta ya ga kangen",Tidak Ada
"Sibuk banget, nggak sempat, atau memang males ngabarin? Hampir nggak ada bedanya.",Tidak Ada
males banget gue hari ini :(:(,Tidak Ada
"Kamu males olahraga? Ah salah banget, coba liat cewek-cewek yang ada di Gym: #artikelMBDC",Tidak Ada
"Good Morning Friday!! Hari Jum'at jangan gak semangat, besok kan udh weekend.. Setuju gak sama Om Sanders? :D",Ringan
"@udayalaks Kalo males kena spoiler, mendingan jangan ditonton sih. Panjang banget trailernya.",Tidak Ada
@chawrelia terus gue nungging aja ngilangin mulesnya. Males banget broooooo ke kamar mandi.,Tidak Ada
Banget! RT @_iismii: Ngeriiiiii RT @TweetHEBAT: Males bersyukur = hancur!,Tidak Ada
"Cewek kalo udah males sm cowok pasti males banget, kalo udh benci, ya benci banget kalo sayang, pasti sayang banget.",Tidak Ada
Cewek juga males kalo bertahan sama cowok yang males-malesan dan gak punya semangat buat ngerubah hidup :),Tidak Ada
"kalo udah pacaran lama, udah nyaman banget &amp; udah tau sama tau, saat putus itu udah nyesek banget. udah terlanjur nyaman &amp; males pdkt lagi.",Tidak Ada
Cewek itu hebat:Dia tetap kuat walau sebenernya dia udah gak sanggup lagi dan tetap semangat walau sebenernya dia tertekan.,Tidak Ada
"Yuk ;DRT @Rivannayr: ikuuut @netmediatama: Gimana kabar @REVOLUSIONET disiang ini? Masih semangat gak ya? Oh, iya bentar lg ada #NEToon nih,",Tidak Ada
"Gimana kabar @REVOLUSIONET disiang ini? Masih semangat gak ya? Oh, iya bentar lg ada #NEToon nih, mimin mau siap2 nonton.. Ada yg mau ikut??",Tidak Ada
Semangat!! perlu determinasi memang.. *lirik perut :)) RT @_elvaretta17: 987Genfm pengen kurus tapi gak bisa mulu hadeeeh #genkepokepo,Tidak Ada
"Semangat! Ga semua orang dpt kesempatan kayak kamu :) ""@nenhansraj1: Gak Bergairah Tuk Belajar :(""",Tidak Ada
Hrs terus hidup :) “@therekeceng: iya kak .. tapi gak boleh matiin semangat kita anak muda dong :D RT @meutya: Mendung2 manja Medan pagi ini,Tidak Ada
PNS ya? RT @sanjayadipu: Masalahnya kalo gak taken udh berumur bos RT @pervertauditor: Butuh semangat bekerja? Cari gebetan di kantor.,Tidak Ada
"Iya bangett RT @opiivo: Makan berhadiah RT netmedia_info: Makan wafer yang satu ini bisa dapet hadiah sihh, gimana mimin gak semangat? :D",Tidak Ada
"Makan wafer yang satu ini bisa dapet hadiah sihh, gimana mimin gak semangat? :D RT @theeast265: netmedia_info mimin makan melulu",Tidak Ada
"@MissAbabiL_ Waaah knp gak semangat? ayoo ayoo semangat. Biar semangat, gmn kalau dengerin musik dulu :D",Tidak Ada
"@minimusofmimi banget, gua aja yang masuk gratis ngerasa males, apalagi yang beli tiket.. Gak bener tuh pengaturannya..",Tidak Ada
"Ayo semangat! Belajar yang bener kalo gak bisa nyontek aje! RT @gitagepe: adelladellaide ka adel aku lg uts nih, boleh minta disemangatin?",Tidak Ada
@ajipribadi1 Wuuiih semoga panas2 gini gak mengurangi semangat km utk beraktivitas yaah :D,Tidak Ada
"malam2 dikerebuti akun2 ""TUNACerdas"" baca maki2 mereka ke gue... krn urusan identitas titit jadi semangat lagi :)) tenang gak gue blok kok",Tidak Ada
Astaga! ketawan banget males cek TL kita -_- RT @ayi_minami: TheChelsQuotes ntar mlm disiarin gak ni chelsea vs soton?,Tidak Ada
"Sukses acara @IMSIsAnniv2013 ngisi malam minggu sobat kampus bersama @tulusm walaupun td hujan bentar, tapi semangat penonton gak pudar.",Tidak Ada
"Klo kamu males pake otak &amp; logika, kamu akan GAMPANG BANGET terjebak dlm masalah cinta yg menye-menye galau nyes.",Ringan
"Gara-gara Ibu juga, aku jadi males ketemu tukang tahu. Plis tolong banget, aku bukan tahu yang tertukar~ :((",Tidak Ada
"Ketiga, krn semangat jamaah. Mmg hrs ada yg di depan dan ada yg di blkg. Semua punya posisi. Gak usah berebut. #PemiraPKS",Tidak Ada
"Kedua, krn semangat ukhuwah. Gak ada yg mau sikut2an. Mungkin berkat kasus2 belakangan jg sih, jd makin solid =) #PemiraPKS",Tidak Ada
Cuaca mendung gigni biar hatinya gak ikutan mendung mending kamu dengerin 91.60FM sekarang. Dijamin jadi semangat deh. Yuks ah,Tidak Ada
"@Laura_Iyos banget.. Ini lemot nih, males..",Tidak Ada
Majalah apa tuh? baru lihat :) RT @pbudisantoso: Ngopi dulu biar semangat en gak salah faham ya Ce.. @MerryRiana,Tidak Ada
aduhh gak semangat bgdt buat skolah hari ini :(,Ringan
*kirim semangat buat kamu * :)RT @anggitarifai: Siap gak siap Harus Siap :-) Piala Coca Cola @CocaCola_ID,Tidak Ada
"Unfollow aja susah kok; entah karena nggak enak temen sendiri, entah karena males dramanya. Padahal udah ganggu banget.",Tidak Ada
"@bimonobita momentnya gak pas..... Selain nunduk, jg terasa statis, gak ada gairah",Tidak Ada
nge Gym hari ini gak semangat.. huhuhu,Ringan
"Adik2 STAN terus semangat unt menyelesaikan UTS-nya! Degdegannya, gak pedenya, itu bagian dari upaya unt jd lbh baik!",Tidak Ada
Hari ini pada semangat gak?,Tidak Ada
"*peluk dr samping ""@AriTriyudasipay: Males banget move on dari kasur, enak banget cuacanya buat tidur. Hoammmmmmm""",Tidak Ada
"Msh ada teh manis hangat :) ""@EgghaPersib: ""Tapi aq gak suka susu :( @suarabobotoh: Kalau susu cokelat panas kita padukan dengan semangat",Tidak Ada
"Wanita hebat gak boleh nangis,, semangat!!!",Tidak Ada
♥ RT @yudhantriyana: Aksi Solidaritas Turun Ke Jalan? Tetep semangat dan gak takut matahari! Lindungi pake [pic] —,Tidak Ada
"Cuaca pagi ini masih gak menentu nih Tweeps, jadi jgn lupa sarapan dan mengkonsumsi vitamin C agar kesehatan tetap terjaga. Semangat pagi!!",Tidak Ada
"@marthauik @bertybebe @MANDOREMI @missilviaaa gw males, akun dia kek rumah kosong digembok gede banget dah.",Tidak Ada
Ada gak #Bidadari sepagi ini yg udah semangat banget? Coba deh twitpict :),Tidak Ada
"Ditambah sebelumnya yg soal scooterbraun (SB) megang twitter justin sgala macem, jd gue intinya udh males banget lah, kek whatwver gtu",Tidak Ada
"saatnya semangat kerja makin dipanasin pake #ROCKGASM, setuju gak? Suede, Morrissey, Stone Roses, Radiohead dan Placebo udah standby!",Tidak Ada
"Ngeliat timeline berjam2 aja betah banget, tp ngeliat buku pelajaran semenit aja udh males banget.",Tidak Ada
Gua muda. Gua hebat. Gua bisa ngelakuin apa yang enggak bisa orang lain gak bisa. Gua adalah semangat buat diri gua sendiri #JombloSemangat,Tidak Ada
"@dindaayufara Puk puk puk, kamu kenapa? sini2 kalau di guyur air jeruk dingin kira2 bs bangkitkan semangat kamu lg gak yaaah? :D",Tidak Ada
Sayembara - Males banget gue hari ini. Kenapa ya? Ada yang tau? Ga ada semangat. btw. sayembara itu... #oldposting,Tidak Ada
"6.00 Kadang hidup gak punya pilihan, kadang sekalinya ada pilihan datengnya barengan. Semangat pagi ;)",Tidak Ada
"""@DianLutfi: Terima kasih @akmalafid @dikausman @AntyPuteri berkah , gak semua orang dikasih kesempatan u/ berbuat baik :)) tetep semangat",Tidak Ada
"Lulusnya agak lama gak apa, yang penting langsung dapet kerja. Semangat ya :)",Tidak Ada
"Udah ngetweet ""Duh, males banget besok hari senin. :("" belom?",Tidak Ada
"Hihihi.. Itu banget ran.. ""@ms_raniputri: @sisogi sesungguhnya gue juga sangat butuh Gi... Tp sungguh-sungguh males nyarinya... 😅😁""",Tidak Ada
"Ada yah yang pas single males ngejar, pas udah punya pacar baru nyesel kenapa kemaren gak ngejar. Ada. Ada banget.",Tidak Ada
males banget,Tidak Ada
"Telat 10-15 menit oke lah, cuma kalo telatnya bikin orang yang nunggu sampe nggak tau lagi mau ngapain/mati gaya, males banget.",Tidak Ada
"Kalo kata Ibra, ""Males banget gue tepuk tangan buat Ronaldo!""",Tidak Ada
Hanya ditatap dgn semangat nyumbang biaya kampanye:) @santjahja: itu dibaca gak sih? @budimandjatmiko Rp 95 ribu habis 4 jam rugi @ikawisme,Tidak Ada
"Sumpah, males banget sama orang yang gak tepatin janji. :')",Tidak Ada
Paling males sama orang yang susah banget dihubungin padahal ada urusan penting. Tsk.,Tidak Ada
"Males banget ketemu orang kaya gini pas liburan: ""7 Orang Paling Menyebalkan Selama Liburan""",Tidak Ada
"MBDC udah ngerti kamu banget, kamu males gara-gara ini kan: ""4 Alasan Kamu Males Masuk Kuliah""",Tidak Ada
"Wah gak terasa sudah jum\""at aja nih, mimin semangat brosis semangat besok malam mingguan?",Tidak Ada
"^____^ ""@endahsigit_: pedulijilbab pagi ukhti ^___^ udah lama juga gak ngestalk TLnya :) semangat hari ini ukh ;)""",Tidak Ada
___ @SuryaDaff: Gimana kabar #PSPSpekanbaru semenjak turun kasta kog gak semangat..?,Tidak Ada
mimin slalu trima kritikan dan saran krena kita manusia gak pernah lepas dri kesalahan :) @kadebong Semangat min..!! @yan_hr @imamhusman,Tidak Ada
Snowdent: Sadap Jokowi? Males Banget Deh!,Tidak Ada
Gak semangat kuliah gara-gara galau? Nih MBDC kasih kamu solusi: #artikelMBDC,Sedang
@bayuraiz morning too abang kesayangan♥ ada bang tapi males banget dosennya gak jelas.wkwk:D lu juga bang mangat kerjanyaa yii{}☺,Tidak Ada
Yang ganteng gak diucapin? RT @Santy_Oshaberi: Pagiii juga mimin yg cantik RT @UrbanCikarang: 6.18 Semangat pagi Cikarang dan sekitarnya ;,Tidak Ada
"Hahaha RT @fajartriadi: Kalah lagi. Salut sama akun2 sepakbola yg masih bisa ngetwit #ayobangkit, #semangat ,#kejar, dll.. Gw mah gak bisa.",Tidak Ada
"Semangat! :)) RT @Madeladala: Kesannya gak masuk audisi ""Sound of school"" tapi akan kita coba lagi tahun depan o:) RT @HaiMagazine """,Tidak Ada
"gue Males banget dengar kata2 : Prihatin, Menyesal, Jangan diulangi jika negeri ini selalu dianiaya oleh asing, Ubah lo hrs bergaya NAZI",Tidak Ada
"Kebayang gak? ""Ayo nak kamu semangat olah raganya!"" Tp ibunya duduk2 doang? ;) #MiloSport",Tidak Ada
@dhanethoo Sama mimin juga gak begitu semangat kalau belum ditraktir *Kode,Tidak Ada
"Cewek cantik dan calon istri banget? Ya cewek-cewek yang udah pada bangun dan nggak males-malesan di jam segini. Btw, selamat pagi! &lt;3",Tidak Ada
"Itu trmasuk perjuanganmu utk menggapai puncak, semangat ya ^_^ RT @mariamauul: galau gak dibolehin naik gunung dulu sebelum kelar UN :'(",Tidak Ada
Rencanakan liburan segila-gilanya.. Supaya semangat bekerja! -- Duitnya udah ngumpul juga biasanya gak dipake liburan gila2an :p,Tidak Ada
"Saat SEMANGAT Telah hilang dalam diri, Maka Bersiaplah Mengubur Kemenangan. Gak Mau Kan?",Tidak Ada
males banget kuliah besok huh skip aja....,Tidak Ada
okee. semangat ya ikut kuisnya :D RT @Yudi_974: Ikut cuma yg simple lae ku :-) RT @gunsihombing: @Yudi_974 gak ikut kuis lagi bang?,Tidak Ada
"Kalo hari minggu gini, pengen males-malesan aja rasanya males banget.",Tidak Ada
"nah loh banyak yg bilang kalo si hujan turun bikin males dan ngantuk, tapi kalo hujan dengerin EBS FM bikin semangat gak ? #URA",Tidak Ada
"Yoi @acheholisme: Min home away gak nih pleyoff ""@SiaranBolaLive: Portugal semangat membara!",Tidak Ada
Cuaca mendung gigni biar hatinya gak ikutan mendung mending kamu dengerin 91.60FM sekarang. Dijamin jadi semangat deh. Yuks ah,Tidak Ada
"Selamat pagi. Wah gak kerasa sdh hari jumat lagi. Ayo semangat, besok sudah weekend kok :)",Tidak Ada
"6.58 Semangat pagi di Hari Jumat, semoga hari ini gak ada emosi yang kumat. :D",Tidak Ada
:) “@ryonarwendo: @pandji followers lu pada males-males banget sih bang. Padahal tinggal buka buat liat jadwalnya.”,Tidak Ada
"Kalo ini gak di-cc-in ke gw, males banget stalking temlen lu @EndiRamone. Mau kopdar? Alamat gw di favorit. Apa gw yg datang?",Tidak Ada
"Good Doctor sih gak terlalu sedih ya. Tapi bener2 bikin gemes dan bikin semangat. Ini drama bagus, karna gue gak bosen nontonnya :D",Ringan
"@ulfazain aduh semoga cepet sembuh ya ulfa, hawanya memang agak2 gak enak akhir2 ini //eh *sirami ulfa dengan semangat agar cepat sembuh*",Tidak Ada
"Hujaaan;))semangat yaa""@yaniarifanda: sore JP ,di sana hujan gak,aku abis les drum kehujanan @JpdrummerIMB”",Tidak Ada
"Thank u sygg""@Ganieyohaaa: @aurakasih87 Udah lama twit aku gak di bls sm kak Aura -__-.. Apa kbr kak ? tetap semangat &amp;amp; selalu positif y",Tidak Ada
@prexiden yg gak punya hati yg semangat kirim mereka tanpa perlindungan. Sekedar cari keuntungan.,Tidak Ada
"Cewek kalo udah males sm cowok pasti males banget, kalo udh benci, ya benci banget kalo sayang, pasti sayang banget.",Tidak Ada
"Kalo JIL, msh semangat gak? :D “@malakmalakmal “@dakwatuna Semangat Baru #IndonesiaTanpaJIL #Silaturahim””",Tidak Ada
Males banget untuk hari ini...,Tidak Ada
"Hari Senin, masih semangat gak nih jam segini? Mending dengerin @vickyardian di #IndikaOskar yuk sampe jam 4 sore",Tidak Ada
"Telkomsel friends, lagu Indonesia apa nih yang gak pernah gagal bikin kamu semangat lagi di hari Senin? #SeninMusik",Tidak Ada
"Masa si??hahahaa""@aannggggiikk: Kalo gak ada bapak gak semangat kerja... Eyak.. 😝""",Tidak Ada
"Berangkatlah lebih awal biar gak buru buru. Tetep jaga keselamatan saat berkendara, patuhi rambu lalu lintas. Semangat pagi!",Tidak Ada
"8.00 Selamat pagi, harus tetap semangat di hari Senin walaupun gak ada yang semangatin ;)",Tidak Ada
Playlist hari ini bikin semangat gak ? @ianrubby mix buat kamu..mau punya playlist sendiri ? ikutan MP3 ( Mau Pilih Playlist Pagi ) #URA,Tidak Ada
Gooner gak berdasarkan ranking RT @Wilson_Kupang Bangun Pagi dengan semangat meskipun Kalah tapi tetap 1. #Arsenal @wimar @Arsenal_ID,Tidak Ada
"Dan sudah hampir dua bulan ngga siaran bola... Sekali lagi maafkan... Kadang jadwal gak sesuai, kadang semangat susah diatur :D",Tidak Ada
Suka sensi deh sama orang yang males banget baca. Dikit-dikit nanya. Padahal tulisannya ada depan mata. *lemparin KBBI Jilid 3*,Tidak Ada
@mdrk23 yoi gak boleh takut dong sama hari Senin. Semangat! :D,Tidak Ada
